"stock.s_1","stock.s_2","stock.s_3","stock.s_4","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","effort.t_1","effort.t_2","effort.t_3","effort.t_4","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","profit_per_t.t_4","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","mortality1","mortality2","mortality3","mortality4"
143.052622196201,364.149926961182,148.042094147692,192.251321634555,35.1304804739149,54.9490763406781,54.2997713601067,59.4871072139559,3.46588399995017,8.62200486177244,20.7212640254706,17.478349243102,65590.7004890732,102589.999104617,101365.544695512,111054.364534955,111071.842884198,101386.265959537,102598.621109479,65594.1663730731,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
142.964131327518,367.745886318462,148.038280558563,192.227491404907,35.1034540291616,55.5735966180902,54.2977055543209,59.4770966978162,3.46588399995017,8.62200486177244,20.7212640254711,17.478349243102,65540.2378398379,103756.07729163,101361.6875092,111035.673317178,111053.151666421,101382.408773226,103764.699296492,65543.7037238378,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
142.893008513234,370.895701800615,148.035698371005,192.209939437655,35.08173939651,56.1223826536777,54.2963068363362,59.4697243018243,3.46588399995017,8.62200486177244,20.7212640254711,17.478349243102,65499.6931843802,104780.747664365,101359.075881378,111021.907887194,111039.386236437,101379.797145404,104789.369669226,65503.1590683802,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
142.835829399044,373.646986554637,148.033949931484,192.197010679918,35.0642866828961,56.6030818439463,54.2953597620548,59.4642942218403,3.46588399994653,8.62200486177244,20.7212640254706,17.478349243102,65467.106206206,105678.289122282,101357.307543823,111011.769068565,111029.247417808,101378.028807848,105686.911127143,65470.572090206,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
142.789850268506,376.044251272406,148.032766019265,192.187486832839,35.050255591589,57.0229605196754,54.2947184832698,59.4602944315265,3.46588399994835,8.62200486177153,20.7212640254706,17.478349243102,65440.9079383435,106462.269054829,101356.11017485,111004.30082709,111021.779176333,101376.831438875,106470.89105969,65444.3738223434,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
142.752870828874,378.128553834513,148.031964355058,192.180470888052,35.0389728463466,57.3888115402318,54.2942842573326,59.4573480238287,3.46588399995017,8.62200486177244,20.7212640254706,17.4783492431015,65419.8412675041,107145.3708054,101355.29940631,110998.799417655,111016.277766898,101376.020670335,107153.992810261,65423.3071515041,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
142.723125334048,379.937349126947,148.031421519533,192.17530228393,35.0298985208161,57.706900825003,54.293990229292,59.4551774898491,3.46588399994835,8.62200486177244,20.7212640254711,17.478349243102,65402.8980657448,107739.293837061,101354.750409429,110994.746687233,111012.225036476,101375.471673454,107747.915841922,65406.3639497447,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
142.699195958271,381.504489428857,148.03105394458,192.17149451824,35.0225993214436,57.9829444337097,54.2937911323818,59.4535784705851,3.46588399994835,8.62200486177335,20.7212640254711,17.4783492431025,65389.2693054326,108254.710937865,101354.37866399,110991.761065225,111009.239414468,101375.099928016,108263.332942727,65392.7351894326,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
142.679943721448,382.860332871379,148.030805044616,192.168689249888,35.0167273302348,58.2221086255279,54.2936563161548,59.452400456066,3.46588399995017,8.62200486177335,20.7212640254711,17.4783492431025,65378.305368615,108701.268331245,101354.12694076,110989.5615257,111007.039874943,101374.848204786,108709.890336106,65381.7712526149,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
142.664453311241,384.031925048254,148.030636503986,192.166622518914,35.0120030546324,58.4290264112344,54.2935650265984,59.4515325857426,3.46588399994835,8.62200486177335,20.7212640254706,17.4783492431029,65369.4843984581,109087.616581484,101353.956488712,110987.941074467,111005.41942371,101374.677752738,109096.238586346,65372.950282458,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
142.651988941997,385.043226116804,148.030522377883,192.165099878272,35.0082018876799,58.6078252691166,54.2935032106034,59.450893197894,3.46588399995017,8.62200486177335,20.7212640254711,17.4783492431015,65362.3870182308,109421.462343712,101353.841068467,110986.747236172,111004.225585415,101374.562332493,109430.084348574,65365.8529022308,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
