"data_layer","uncertainty_score","year","sci_name","comm_name","functional_group","commercial_group","fishing_entity","fishing_sector","catch_type","reporting_status","gear_type","end_use_type","catch_mt","value_usd"
"Reconstructed domestic catch",1,2010,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",8.9339929623,16839.683334586
"Reconstructed domestic catch",1,2010,"Sphyrna","Hammerhead sharks","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",282.2906680883,220539.471527718
"Reconstructed domestic catch",1,2010,"Haemulon","Grunts","Small reef assoc. fish (<30 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",6.4950196862,6670.92907171915
"Reconstructed domestic catch",1,2010,"Haemulon","Grunts","Small reef assoc. fish (<30 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",0.3943655198,405.04641062966
"Reconstructed domestic catch",1,2010,"Haemulon","Grunts","Small reef assoc. fish (<30 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",3.3358707856,3426.2186226606
"Reconstructed domestic catch",1,2010,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",5.6608797057,4464.35428058228
"Reconstructed domestic catch",1,2010,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",0.343718091,271.067291780244
"Reconstructed domestic catch",1,2010,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",2.907452809,2292.9120681452
"Reconstructed domestic catch",2,2010,"Cynoscion","Weakfishes","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Industrial","Discards","Unreported","shrimp trawl",NA,0.4133180253,NA
"Reconstructed domestic catch",1,2010,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",2.8701195782,8215.51925421258
"Reconstructed domestic catch",1,2010,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.1742683247,498.831054805401
"Reconstructed domestic catch",1,2010,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",1.4741060866,4219.52695958672
"Reconstructed domestic catch",1,2010,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",5.1959479306,35465.7219924112
"Reconstructed domestic catch",1,2010,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.315488298,2153.41270143553
"Reconstructed domestic catch",1,2010,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",2.6686617967,18215.3513926041
"Reconstructed domestic catch",1,2010,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",2.4722175892,16874.4919876983
"Reconstructed domestic catch",1,2010,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.1501084557,1024.58778040264
"Reconstructed domestic catch",1,2010,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",1.2697418684,8666.81358392699
"Reconstructed domestic catch",1,2010,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",68.9427156558,112238.878973091
"Reconstructed domestic catch",1,2010,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",4.1860735162,6814.93605649019
"Reconstructed domestic catch",1,2010,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",35.4092831354,57646.3837630118
"Reconstructed domestic catch",1,2010,"Euthynnus alletteratus","Little tunny ","Large pelagics (>=90 cm)","Tuna & billfishes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",0.2827460607,394.621325536147
"Reconstructed domestic catch",1,2010,"Euthynnus alletteratus","Little tunny ","Large pelagics (>=90 cm)","Tuna & billfishes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.0171678151,23.9606732057702
"Reconstructed domestic catch",1,2010,"Euthynnus alletteratus","Little tunny ","Large pelagics (>=90 cm)","Tuna & billfishes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",0.1452196251,202.679255005558
"Reconstructed domestic catch",1,2010,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",7.096378182,13005.0568367267
"Reconstructed domestic catch",1,2010,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.4308788896,789.642872097475
"Reconstructed domestic catch",1,2010,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",3.644731164,6679.45460725299
"Reconstructed domestic catch",1,2010,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",20.6725233547,22251.3873259428
"Reconstructed domestic catch",1,2010,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",1.2551971837,1351.06286860591
"Reconstructed domestic catch",1,2010,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",10.6174992619,11428.4107680569
"Reconstructed domestic catch",1,2010,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",162.1140719642,434981.073498763
"Reconstructed domestic catch",1,2010,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",9.8432650468,26411.2420651334
"Reconstructed domestic catch",1,2010,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",83.2625030768,223408.199743051
"Reconstructed domestic catch",2,2010,"Lutjanus vivanus","Silk snapper","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Industrial","Discards","Unreported","shrimp trawl",NA,2.2388059701,NA
"Reconstructed domestic catch",1,2010,"Lutjanus vivanus","Silk snapper","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",27.1433658528,27878.5095534533
"Reconstructed domestic catch",1,2010,"Lutjanus vivanus","Silk snapper","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",1.6480947096,1692.73126830308
"Reconstructed domestic catch",1,2010,"Lutjanus vivanus","Silk snapper","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",13.940952537,14318.5255872385
"Reconstructed domestic catch",1,2010,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",159.7560127951,456580.927252118
"Reconstructed domestic catch",1,2010,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",9.7000880782,27722.7450265443
"Reconstructed domestic catch",1,2010,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",82.0513934769,234501.979991777
"Reconstructed domestic catch",1,2010,"Lutjanus griseus","Grey snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",31.1346514026,79229.7484834503
"Reconstructed domestic catch",1,2010,"Lutjanus griseus","Grey snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pots or traps","Direct human consumption",1.8904381476,4810.68302380285
"Reconstructed domestic catch",1,2010,"Lutjanus griseus","Grey snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",15.9908944165,40692.7486118145
"Reconstructed domestic catch",1,2010,"Centropomus undecimalis","Common snook","Large benthopelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",17.7534489988,67331.7129192626
"Reconstructed domestic catch",1,2010,"Centropomus undecimalis","Common snook","Large benthopelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",1.077956416,4088.2564251977
"Reconstructed domestic catch",1,2010,"Centropomus undecimalis","Common snook","Large benthopelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",9.1182497853,34581.865017516
"Reconstructed domestic catch",1,2010,"Pogonias cromis","Black drum","Large demersals (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",4.7935999883,4652.12071955783
"Reconstructed domestic catch",1,2010,"Pogonias cromis","Black drum","Large demersals (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.291058479,282.468120859088
"Reconstructed domestic catch",1,2010,"Pogonias cromis","Black drum","Large demersals (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",2.4620141172,2389.34974017143
"Reconstructed domestic catch",2,2010,"Isurus oxyrinchus","Shortfin mako","Large sharks (>=90 cm)","Sharks & rays","Belize","Industrial","Landings","Reported","unknown class","Direct human consumption",28,45761.016
"Reconstructed domestic catch",1,2010,"Mugil cephalus","Flathead grey mullet","Large benthopelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",4.6875228867,5952.58218830809
"Reconstructed domestic catch",1,2010,"Mugil cephalus","Flathead grey mullet","Large benthopelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.2846176746,361.429723420952
"Reconstructed domestic catch",1,2010,"Mugil cephalus","Flathead grey mullet","Large benthopelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",2.4075324495,3057.27249191739
"Reconstructed domestic catch",1,2010,"Carcharhinus leucas","Bull shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",7.3706759254,7570.30135151337
"Reconstructed domestic catch",1,2010,"Carcharhinus leucas","Bull shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",0.0141306788,14.513390375326
"Reconstructed domestic catch",1,2010,"Carcharhinus leucas","Bull shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",17.7532975399,18234.1231281048
"Reconstructed domestic catch",1,2010,"Carcharhinus limbatus","Blacktip shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.7393044407,8743.64428460374
"Reconstructed domestic catch",1,2010,"Carcharhinus limbatus","Blacktip shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",0.0282574325,16.7628627861786
"Reconstructed domestic catch",1,2010,"Carcharhinus limbatus","Blacktip shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",35.5016636083,21060.2826850402
"Reconstructed domestic catch",1,2010,"Negaprion brevirostris","Lemon shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",40.6956856878,41797.8768139576
"Reconstructed domestic catch",1,2010,"Negaprion brevirostris","Lemon shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",0.0780196647,80.1327285259894
"Reconstructed domestic catch",1,2010,"Negaprion brevirostris","Lemon shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",98.0212159542,100675.996493415
"Reconstructed domestic catch",2,2010,"Prionace glauca","Blue shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Industrial","Landings","Reported","shrimp trawl","Direct human consumption",461,379625.4786
"Reconstructed domestic catch",1,2010,"Rhizoprionodon porosus","Caribbean sharpnose shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",25.8620207907,26562.460882503
"Reconstructed domestic catch",1,2010,"Rhizoprionodon porosus","Caribbean sharpnose shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",0.0495813292,50.9241767555296
"Reconstructed domestic catch",1,2010,"Rhizoprionodon porosus","Caribbean sharpnose shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",62.2922720699,63979.3793968587
"Reconstructed domestic catch",1,2010,"Sphyrna lewini","Scalloped hammerhead","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",98.9230950115,65643.5852338997
"Reconstructed domestic catch",1,2010,"Alectis ciliaris","African pompano","Large pelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",4.6875228867,4814.47850967523
"Reconstructed domestic catch",1,2010,"Alectis ciliaris","African pompano","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.2846176746,292.326184019078
"Reconstructed domestic catch",1,2010,"Alectis ciliaris","African pompano","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",2.4075324495,2472.73741796771
"Reconstructed domestic catch",1,2010,"Selene vomer","Lookdown","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",4.6875228867,4020.24837874489
"Reconstructed domestic catch",1,2010,"Selene vomer","Lookdown","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.2846176746,244.10200710329
"Reconstructed domestic catch",1,2010,"Selene vomer","Lookdown","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",2.4075324495,2064.81731628232
"Reconstructed domestic catch",1,2010,"Seriola dumerili","Greater amberjack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.500827546,12839.3966340448
"Reconstructed domestic catch",1,2010,"Seriola dumerili","Greater amberjack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",0.759027007,779.584292586421
"Reconstructed domestic catch",1,2010,"Seriola dumerili","Greater amberjack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",6.4204802174,6594.37079578379
"Reconstructed domestic catch",1,2010,"Trachinotus goodei","Great pompano","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",0.3777959296,388.028054093949
"Reconstructed domestic catch",1,2010,"Trachinotus goodei","Great pompano","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.0229390664,23.5603420220239
"Reconstructed domestic catch",1,2010,"Trachinotus goodei","Great pompano","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",0.1940376574,199.292921684269
"Reconstructed domestic catch",1,2010,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",4.7228819206,4850.79519822346
"Reconstructed domestic catch",1,2010,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.2867646094,294.531265827664
"Reconstructed domestic catch",1,2010,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",2.4256930054,2491.3898295403
"Reconstructed domestic catch",1,2010,"Eugerres plumieri","Striped mojarra","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",23.1665471349,23793.9837351568
"Reconstructed domestic catch",1,2010,"Eugerres plumieri","Striped mojarra","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale seine nets","Direct human consumption",1.4066296707,1444.72645457495
"Reconstructed domestic catch",1,2010,"Eugerres plumieri","Striped mojarra","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale seine nets","Direct human consumption",11.8984408862,12220.6950942244
"Reconstructed domestic catch",1,2010,"Gerres cinereus","Yellow fin mojarra","Small reef assoc. fish (<30 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",45.84218598,47083.7635510616
"Reconstructed domestic catch",1,2010,"Gerres cinereus","Yellow fin mojarra","Small reef assoc. fish (<30 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.7834523028,2858.83858458989
"Reconstructed domestic catch",1,2010,"Gerres cinereus","Yellow fin mojarra","Small reef assoc. fish (<30 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",23.5447491076,24182.4288295157
"Reconstructed domestic catch",1,2010,"Lachnolaimus maximus","Hogfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",14.3297301751,14717.8327754659
"Reconstructed domestic catch",1,2010,"Lachnolaimus maximus","Hogfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","hand or tools","Direct human consumption",0.8700745744,893.639442701156
"Reconstructed domestic catch",1,2010,"Lachnolaimus maximus","Hogfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","hand or tools","Direct human consumption",7.3598126821,7559.14389110878
"Reconstructed domestic catch",1,2010,"Megalops atlanticus","Tarpon","Large pelagics (>=90 cm)","Other fishes & inverts","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",0.1748836746,97.5427860590209
"Reconstructed domestic catch",1,2010,"Megalops atlanticus","Tarpon","Large pelagics (>=90 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.0106186116,5.92261661775419
"Reconstructed domestic catch",1,2010,"Megalops atlanticus","Tarpon","Large pelagics (>=90 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",0.0898210274,50.0984055606948
"Reconstructed domestic catch",1,2010,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",4.6875228867,4814.47850967523
"Reconstructed domestic catch",1,2010,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.2846176746,292.326184019078
"Reconstructed domestic catch",1,2010,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",2.4075324495,2472.73741796771
"Reconstructed domestic catch",1,2010,"Haemulon plumierii","White grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",23.4573689119,24092.6820518009
"Reconstructed domestic catch",1,2010,"Haemulon plumierii","White grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",1.4242878283,1462.86286102105
"Reconstructed domestic catch",1,2010,"Haemulon plumierii","White grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",12.0478082349,12374.1078683734
"Reconstructed domestic catch",1,2010,"Haemulon sciurus","Bluestriped grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",28.3812600979,29149.930596993
"Reconstructed domestic catch",1,2010,"Haemulon sciurus","Bluestriped grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",1.7232573466,1769.92959023816
"Reconstructed domestic catch",1,2010,"Haemulon sciurus","Bluestriped grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",14.5767404865,14971.5330483859
"Reconstructed domestic catch",1,2010,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",2.5261867299,9551.92632031737
"Reconstructed domestic catch",1,2010,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.1533853615,579.975207208501
"Reconstructed domestic catch",1,2010,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",1.2974606573,4905.91152882988
"Reconstructed domestic catch",1,2010,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",4.6875228867,4814.47850967523
"Reconstructed domestic catch",1,2010,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.2846176746,292.326184019078
"Reconstructed domestic catch",1,2010,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",2.4075324495,2472.73741796771
"Reconstructed domestic catch",1,2010,"Calamus bajonado","Jolthead porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",5.3745667935,5520.13013084992
"Reconstructed domestic catch",1,2010,"Calamus bajonado","Jolthead porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",0.3263337033,335.172038507851
"Reconstructed domestic catch",1,2010,"Calamus bajonado","Jolthead porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",2.7604012332,2835.16320597811
"Reconstructed domestic catch",1,2010,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",4.8643180561,4996.06195241639
"Reconstructed domestic catch",1,2010,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.2953523486,303.351593062008
"Reconstructed domestic catch",1,2010,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",2.498335229,2565.9994758307
"Reconstructed domestic catch",1,2010,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",52.5115942304,147196.089972654
"Reconstructed domestic catch",1,2010,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",3.188406372,8937.47291586463
"Reconstructed domestic catch",1,2010,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",26.9701866297,75600.5616646682
"Reconstructed domestic catch",1,2010,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",140.6722891123,361849.641215987
"Reconstructed domestic catch",1,2010,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",8.5413598567,21970.8374630335
"Reconstructed domestic catch",1,2010,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",72.2499087409,185847.573255305
"Reconstructed domestic catch",1,2010,"Lutjanus apodus","Schoolmaster snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",14.6425383068,15039.1129194086
"Reconstructed domestic catch",1,2010,"Lutjanus apodus","Schoolmaster snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale hand lines","Direct human consumption",0.8890677026,913.146975716646
"Reconstructed domestic catch",1,2010,"Lutjanus apodus","Schoolmaster snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale hand lines","Direct human consumption",7.5204723196,7724.15479145459
